,id,host_id,neighbourhood_group,neighbourhood,room_type,price,latitude,longitude,minimum_nights,number_of_reviews,availability_365,host_name
0,6369,13660,Chamartín,Hispanoamérica,Private room,50,40.457240000000006,-3.67688,1,78,84,Simon
1,21853,83531,Latina,Cármenes,Private room,31,40.40341,-3.74084,4,33,364,Abdel
2,23001,82175,Arganzuela,Legazpi,Entire home/apt,60,40.38695,-3.6930400000000003,15,0,365,Jesus
3,24805,101471,Centro,Universidad,Entire home/apt,92,40.42202,-3.70395,4,10,88,Iraido
4,24836,101653,Centro,Justicia,Entire home/apt,115,40.41995,-3.6976400000000003,3,68,358,Tenty
5,26825,114340,Arganzuela,Legazpi,Private room,26,40.38985,-3.69011,2,149,365,Agustina
6,30320,130907,Centro,Sol,Entire home/apt,65,40.41552,-3.7034599999999998,5,170,365,Dana
7,30959,132883,Centro,Embajadores,Entire home/apt,54,40.41111,-3.70269,3,8,0,Angela
8,37859,162701,Centro,Palacio,Entire home/apt,1400,40.4198,-3.71078,3,0,365,Nacho
9,40718,34217435,Centro,Justicia,Entire home/apt,78,40.419779999999996,-3.6973,3,120,0,Luis
10,40916,130907,Centro,Universidad,Entire home/apt,90,40.42096,-3.7042800000000002,5,48,365,Dana
11,59923,288380,Centro,Palacio,Private room,40,40.419709999999995,-3.71256,1,17,297,Patricia
12,62423,303845,Centro,Justicia,Private room,24,40.4208,-3.69878,1,79,365,Arturo
13,64131,313365,Fuencarral - El Pardo,Peñagrande,Private room,21,40.48409,-3.7225699999999997,2,34,365,Gina
14,70059,353616,Centro,Universidad,Entire home/apt,51,40.42365,-3.7088900000000002,5,50,0,Diana
15,70310,353738,Centro,Universidad,Entire home/apt,56,40.42252,-3.7025,28,20,364,Raquel
16,70316,353738,Centro,Palacio,Entire home/apt,75,40.42191,-3.7103800000000002,28,7,365,Raquel
17,72150,364585,Centro,Embajadores,Entire home/apt,80,40.4115,-3.7044900000000003,2,110,180,Vin
18,72955,378073,Centro,Cortes,Entire home/apt,106,40.411390000000004,-3.6940800000000005,3,19,365,Alvaro
19,74352,391014,Centro,Embajadores,Entire home/apt,80,40.41075,-3.70759,8,5,363,Juan
20,75609,401552,Centro,Embajadores,Entire home/apt,64,40.40743,-3.69719,3,56,2,Mercedes
21,82481,448981,Salamanca,Recoletos,Entire home/apt,63,40.42315,-3.6827900000000002,3,108,0,Mercedes
22,84719,259229,Centro,Embajadores,Entire home/apt,70,40.40865,-3.70534,1,185,36,Felipe
23,86042,364585,Centro,Embajadores,Entire home/apt,104,40.40939,-3.69812,2,154,180,Vin
24,89954,487095,Centro,Palacio,Entire home/apt,117,40.41218,-3.71369,2,209,365,Beatriz
25,92920,495849,Centro,Justicia,Private room,55,40.42422,-3.69538,2,92,363,Raul
26,93100,499977,Centro,Universidad,Private room,24,40.42378,-3.7024800000000004,1,643,362,Charo
27,96807,513331,Puente de Vallecas,Palomeras Bajas,Private room,31,40.383179999999996,-3.65565,4,77,365,Mark´S
28,100411,527760,Fuencarral - El Pardo,Valverde,Entire home/apt,60,40.50116,-3.67119,2,3,0,Diana
29,101507,5795235,Centro,Embajadores,Entire home/apt,50,40.40786,-3.70223,30,61,238,Elise
30,102040,533936,Ciudad Lineal,Pueblo Nuevo,Private room,19,40.43331,-3.64355,3,0,89,Carlos Alberto
31,102194,534515,Centro,Justicia,Entire home/apt,96,40.42153,-3.6992300000000005,2,23,55,Guillermo
32,103522,539643,Centro,Embajadores,Entire home/apt,72,40.41158,-3.7060699999999995,4,36,365,Juan Mariano
33,103541,361930,Chamberí,Almagro,Entire home/apt,75,40.43761,-3.6980199999999996,2,184,299,Maria
34,114854,361930,Chamberí,Rios Rosas,Entire home/apt,75,40.43825,-3.6938800000000005,2,112,0,Maria
35,119389,378073,Centro,Palacio,Entire home/apt,112,40.40958,-3.7104199999999996,3,76,218,Alvaro
36,120293,605612,Centro,Palacio,Private room,23,40.411429999999996,-3.7091199999999995,1,194,365,Ulises
37,120762,606925,Centro,Universidad,Private room,32,40.423809999999996,-3.70571,1,222,313,
38,123864,605612,Centro,Embajadores,Entire home/apt,35,40.41001,-3.70704,1,528,141,Ulises
39,127819,632589,Centro,Sol,Entire home/apt,132,40.41559,-3.7032199999999995,4,87,361,Janasor
40,132428,650803,Centro,Cortes,Private room,30,40.41155,-3.69665,3,103,365,Jose Luis
41,136058,666482,Villaverde,Los Angeles,Private room,21,40.35735,-3.69634,1,72,328,Cinthia
42,150123,723539,Centro,Embajadores,Entire home/apt,100,40.40639,-3.70048,3,25,0,Eloisa
43,154224,740087,Centro,Cortes,Entire home/apt,69,40.413920000000005,-3.7004900000000003,3,84,168,Jesus&Sonia
44,163429,780107,Chamberí,Arapiles,Entire home/apt,65,40.43628,-3.70526,90,8,290,Sonia
45,167183,796746,Hortaleza,Piovera,Private room,45,40.45386,-3.6474300000000004,1,23,363,Consuelo
46,169325,805726,Latina,Puerta del Angel,Private room,18,40.40915,-3.72416,2,48,365,Patricia
47,169719,805726,Centro,Cortes,Private room,25,40.41515,-3.7000300000000004,2,66,365,Patricia
48,170750,814490,Centro,Universidad,Entire home/apt,91,40.42386,-3.7048900000000002,25,190,319,Rafael
49,171144,816497,Centro,Palacio,Entire home/apt,106,40.41607,-3.71101,3,10,355,Isabel
50,177500,596469,Centro,Universidad,Entire home/apt,64,40.427620000000005,-3.7032300000000005,5,24,0,Gabriel Avalos
51,177523,596469,Centro,Universidad,Entire home/apt,64,40.42902,-3.7039800000000005,5,12,56,Gabriel Avalos
52,177850,850654,Centro,Universidad,Private room,20,40.42623,-3.70462,4,105,365,Laila
53,183309,877571,Centro,Justicia,Entire home/apt,98,40.423970000000004,-3.69463,3,6,10,Lidia
54,183346,877571,Centro,Justicia,Private room,37,40.423390000000005,-3.69475,1,12,0,Lidia
55,183353,877571,Centro,Justicia,Private room,37,40.42259,-3.69394,1,40,0,Lidia
56,183435,877571,Centro,Justicia,Entire home/apt,96,40.42396,-3.69545,3,0,9,Lidia
57,196197,852616,Centro,Palacio,Entire home/apt,54,40.41088,-3.71098,2,283,262,Meyling
58,199016,967721,Centro,Universidad,Private room,28,40.42538,-3.70505,2,25,364,Santi
59,199201,749212,Centro,Embajadores,Private room,79,40.41319,-3.7024,3,149,364,Henrietta
60,200828,75944,Salamanca,Castellana,Entire home/apt,214,40.43186,-3.68515,7,0,365,Maite
61,201033,606925,Centro,Universidad,Private room,40,40.423840000000006,-3.70686,1,53,364,
62,204570,1004721,Centro,Cortes,Entire home/apt,100,40.41476,-3.6953099999999997,5,99,88,Alex
63,205199,1008659,Centro,Universidad,Entire home/apt,85,40.420629999999996,-3.70539,3,272,365,Nuria
64,207275,124972,Moncloa - Aravaca,Argüelles,Private room,50,40.42973,-3.7211800000000004,10,8,365,Luisa
65,209373,1031664,Centro,Embajadores,Private room,30,40.412729999999996,-3.70324,7,37,180,José
66,209780,39153669,Carabanchel,Abrantes,Entire home/apt,94,40.37935,-3.7316199999999995,1,186,239,Lella
67,211444,1090760,Hortaleza,Canillas,Private room,55,40.45856,-3.64811,2,121,365,Jon
68,217674,1732442,Centro,Sol,Entire home/apt,94,40.41538,-3.70741,3,206,365,Anouk
69,219303,499977,Centro,Universidad,Private room,43,40.423770000000005,-3.70241,1,185,365,Charo
70,225462,1174648,Centro,Cortes,Private room,30,40.41518,-3.6998,2,147,365,Rebeca
71,225489,1172225,Chamberí,Arapiles,Private room,25,40.43423,-3.7070300000000005,25,40,0,Eva
72,229664,1130651,Centro,Embajadores,Entire home/apt,39,40.408809999999995,-3.7009199999999995,2,491,334,Sergio
73,231861,1212528,Chamberí,Trafalgar,Private room,61,40.436840000000004,-3.70225,1,0,88,Silvia
74,240128,630482,Carabanchel,San Isidro,Private room,25,40.39376,-3.7248300000000003,5,77,292,Raquel
75,256004,1732442,Centro,Sol,Entire home/apt,171,40.41428,-3.70767,2,146,116,Anouk
76,260656,1367452,Centro,Embajadores,Entire home/apt,88,40.40743,-3.70114,7,36,362,Javier
77,260951,1351865,Hortaleza,Valdefuentes,Entire home/apt,120,40.47189,-3.62966,7,135,365,Angela Y Jaime
78,261878,1373873,Centro,Universidad,Entire home/apt,72,40.42325,-3.70183,1,482,90,Al
79,263748,1351865,Hortaleza,Valdefuentes,Entire home/apt,71,40.47142,-3.6288099999999996,3,110,359,Angela Y Jaime
80,268275,1406073,Centro,Embajadores,Entire home/apt,79,40.41236,-3.70284,2,57,234,Jose Antonio
81,280733,596469,Centro,Palacio,Entire home/apt,77,40.422340000000005,-3.7095599999999997,5,32,263,Gabriel Avalos
82,281224,1466005,Centro,Palacio,Entire home/apt,71,40.41637,-3.70992,3,103,36,Pe
83,282195,740087,Centro,Cortes,Entire home/apt,71,40.413909999999994,-3.7005,3,47,168,Jesus&Sonia
84,282196,740087,Centro,Cortes,Entire home/apt,59,40.413920000000005,-3.7004900000000003,3,72,168,Jesus&Sonia
85,283862,1478367,Centro,Sol,Entire home/apt,91,40.41681,-3.70747,1,32,70,Amalia
86,287660,1496188,Centro,Universidad,Private room,30,40.42555,-3.71087,1,11,0,Juanpe
87,289555,901218,Centro,Cortes,Private room,21,40.4176,-3.6980800000000005,1,170,0,Myrko
88,290420,805726,Latina,Puerta del Angel,Private room,19,40.411359999999995,-3.72456,2,34,365,Patricia
89,294520,1522694,Centro,Justicia,Private room,50,40.422259999999994,-3.69959,2,25,0,Isdel Pablo
90,294529,1522694,Centro,Justicia,Private room,37,40.422259999999994,-3.69959,4,55,365,Isdel Pablo
91,297017,4677030,Centro,Cortes,Entire home/apt,75,40.41414,-3.6941900000000003,3,49,354,Jaime
92,310333,1596220,Centro,Embajadores,Entire home/apt,60,40.407790000000006,-3.69614,4,107,253,Paloma
93,310678,1598163,Centro,Universidad,Entire home/apt,68,40.42163,-3.70785,3,311,170,Soledad
94,315682,1095831,Centro,Universidad,Entire home/apt,172,40.42579,-3.70526,3,208,36,Rosalind  & Tino
95,316711,162701,Centro,Sol,Private room,200,40.41852,-3.7074,15,15,0,Nacho
96,333974,740087,Centro,Cortes,Entire home/apt,59,40.413920000000005,-3.7004900000000003,3,62,168,Jesus&Sonia
97,336672,1716726,Arganzuela,Delicias,Entire home/apt,108,40.39516,-3.69309,2,59,0,Jesús
98,336834,1713427,Centro,Justicia,Entire home/apt,65,40.42295,-3.6955199999999997,5,44,351,Helena
99,336869,1713524,Centro,Sol,Private room,88,40.41452,-3.7077400000000003,2,105,0,Oliver
100,337292,1714866,Chamartín,Ciudad Jardín,Private room,35,40.44859,-3.67746,2,7,0,Francisco
101,339144,1721158,Centro,Universidad,Entire home/apt,64,40.42836,-3.7056,3,124,85,Pau&Patricia
102,339171,1722284,Centro,Cortes,Entire home/apt,60,40.41281,-3.6956,3,157,280,Cesar
103,339813,1713273,Centro,Cortes,Entire home/apt,80,40.41321,-3.69743,2,2,0,Antonio
104,342095,1703448,Centro,Embajadores,Entire home/apt,79,40.40872,-3.69919,5,32,363,Elena
105,342557,1738288,Chamartín,Ciudad Jardín,Private room,70,40.44931,-3.67424,2,55,365,Jose Angel
106,342670,1738846,Arganzuela,Palos de Moguer,Entire home/apt,65,40.40522,-3.69454,3,30,178,Carlos
107,342952,740087,Centro,Cortes,Entire home/apt,59,40.413920000000005,-3.7004900000000003,3,116,168,Jesus&Sonia
108,345195,1095831,Centro,Universidad,Entire home/apt,89,40.42371,-3.70393,3,4,0,Rosalind  & Tino
109,345230,1095831,Centro,Universidad,Private room,77,40.4238,-3.7046699999999997,3,4,0,Rosalind  & Tino
110,345233,1095831,Centro,Universidad,Private room,77,40.423590000000004,-3.70396,3,4,89,Rosalind  & Tino
111,345249,1751133,Tetuán,Almenara,Entire home/apt,155,40.47293,-3.68945,2,28,295,The Punset Family
112,347510,1751133,Salamanca,Guindalera,Entire home/apt,220,40.43077,-3.66509,2,42,295,The Punset Family
113,354838,1496188,Centro,Universidad,Entire home/apt,70,40.42479,-3.70896,20,38,0,Juanpe
114,356344,1803498,Centro,Sol,Entire home/apt,241,40.41961,-3.70276,3,29,365,Ekaterina
115,361053,1729503,Retiro,Niño Jesús,Entire home/apt,70,40.40976,-3.67544,2,155,179,Ana
116,363476,1836617,Centro,Sol,Private room,34,40.4175,-3.70676,2,395,361,Bibiana
117,363521,1836675,Arganzuela,Palos de Moguer,Private room,55,40.40108,-3.6991400000000003,3,2,365,Paloma
118,363805,1836675,Arganzuela,Palos de Moguer,Private room,51,40.40124,-3.6940800000000005,3,2,365,Paloma
119,369234,1718458,Moncloa - Aravaca,Argüelles,Private room,28,40.42544,-3.7175199999999995,4,21,0,Juan
120,371532,1871034,Centro,Palacio,Entire home/apt,65,40.419709999999995,-3.7101800000000003,2,78,162,Olga
121,374558,1884261,Centro,Justicia,Entire home/apt,10,40.42156,-3.69719,1,100,0,Henrique Manuel
122,375472,1888816,Arganzuela,Acacias,Private room,19,40.40334,-3.70254,6,146,204,Margarita Y María
123,376232,1803498,Centro,Sol,Entire home/apt,240,40.419059999999995,-3.7010300000000003,3,10,351,Ekaterina
124,377151,1895571,Salamanca,Fuente del Berro,Private room,30,40.422579999999996,-3.66275,1,30,0,Lola
125,396532,1981346,Centro,Universidad,Entire home/apt,88,40.421820000000004,-3.7038900000000003,2,119,294,Daniel
126,397778,1408525,Centro,Sol,Entire home/apt,77,40.414559999999994,-3.7043699999999995,3,37,365,Mad4Rent
127,398450,2150362,Centro,Universidad,Entire home/apt,45,40.4268,-3.7103599999999997,3,228,351,Nuria
128,402588,1408525,Centro,Sol,Entire home/apt,92,40.41596,-3.7030199999999995,3,140,359,Mad4Rent
129,404569,1408525,Centro,Universidad,Entire home/apt,90,40.42342,-3.70454,3,48,365,Mad4Rent
130,405037,1803498,Tetuán,Valdeacederas,Entire home/apt,50,40.465379999999996,-3.69766,90,0,365,Ekaterina
131,405677,1803498,Centro,Universidad,Entire home/apt,114,40.42435,-3.70831,3,2,361,Ekaterina
132,405786,1408525,Centro,Palacio,Entire home/apt,85,40.41043,-3.7094400000000003,5,11,298,Mad4Rent
133,406341,2024487,Salamanca,Lista,Private room,24,40.42957,-3.6781,3,124,306,Fernando
134,406697,1973909,Centro,Cortes,Entire home/apt,56,40.412620000000004,-3.6988199999999996,2,383,0,Jose Y Ana
135,410699,2044655,Centro,Cortes,Entire home/apt,140,40.418890000000005,-3.6992,2,153,270,Sylvia
136,414763,1408525,Centro,Sol,Entire home/apt,66,40.41509,-3.70718,3,34,355,Mad4Rent
137,415967,2068619,Centro,Embajadores,Entire home/apt,79,40.40781,-3.70245,2,153,0,Alfonso
138,420039,9934732,Centro,Universidad,Entire home/apt,53,40.42602,-3.7050199999999998,1,646,361,Fernando Javier
139,423655,1719263,Centro,Universidad,Entire home/apt,81,40.42559,-3.7013599999999998,5,2,165,Leticia
140,424816,2111994,Tetuán,Cuatro Caminos,Private room,30,40.45483,-3.6999400000000002,90,4,363,Carolina
141,427488,2124765,Chamberí,Trafalgar,Entire home/apt,200,40.4313,-3.70177,1,4,365,Sara
142,429306,2134007,Centro,Universidad,Entire home/apt,102,40.42961,-3.70851,3,183,345,Lola
143,431806,2146727,Moncloa - Aravaca,Casa de Campo,Private room,30,40.42934,-3.72229,15,102,168,Carlos
144,435010,2160658,Centro,Palacio,Private room,25,40.41257,-3.7087199999999996,2,202,177,Ana
145,437666,805726,Latina,Puerta del Angel,Private room,20,40.40999,-3.7243699999999995,2,9,365,Patricia
146,437670,805726,Latina,Puerta del Angel,Private room,25,40.41155,-3.72371,6,8,365,Patricia
147,440596,1280726,Chamberí,Trafalgar,Entire home/apt,30,40.428309999999996,-3.69845,3,7,0,Mallory
148,442986,2201302,Centro,Justicia,Entire home/apt,96,40.42414,-3.6976400000000003,2,18,363,Cesar
149,444113,2206218,Latina,Lucero,Private room,25,40.40198,-3.7539300000000004,1,0,365,Tomas
150,449218,2230279,Centro,Universidad,Entire home/apt,45,40.428709999999995,-3.7024199999999996,3,286,119,Marina
151,456165,617086,Carabanchel,Comillas,Private room,30,40.3909,-3.71202,2,6,7,Agata
152,459303,1408525,Centro,Universidad,Entire home/apt,81,40.42524,-3.7050400000000003,3,22,365,Mad4Rent
153,459362,1408525,Centro,Cortes,Entire home/apt,90,40.41449,-3.70175,3,39,341,Mad4Rent
154,460898,2290984,Fuencarral - El Pardo,La Paz,Private room,15,40.48659,-3.69876,30,0,362,Artur
155,462072,2296476,Centro,Palacio,Entire home/apt,98,40.40869,-3.7107300000000003,2,62,338,Jose Manuel
156,464307,2307294,Centro,Universidad,Entire home/apt,85,40.42204,-3.7048099999999997,3,60,297,Lua & Carlos
157,467552,2320165,Chamberí,Almagro,Entire home/apt,98,40.427440000000004,-3.695,2,33,178,Fernando
158,468202,2322563,Centro,Justicia,Entire home/apt,29,40.42142,-3.7010199999999998,4,268,358,Julio And Sarah
159,469231,1408525,Centro,Palacio,Entire home/apt,85,40.42025,-3.70804,3,49,365,Mad4Rent
160,470132,2332600,Centro,Embajadores,Entire home/apt,77,40.41018,-3.7016400000000003,3,38,335,Rodrigo
161,471198,1408525,Centro,Universidad,Entire home/apt,90,40.42408,-3.7038,3,40,365,Mad4Rent
162,471238,1408525,Centro,Sol,Entire home/apt,82,40.41588,-3.702,3,20,365,Mad4Rent
163,471328,1408525,Centro,Sol,Entire home/apt,90,40.41644,-3.7022199999999996,3,144,365,Mad4Rent
164,473112,2346162,Centro,Justicia,Entire home/apt,81,40.42349,-3.70024,5,53,90,Carlos
165,477652,1408525,Centro,Embajadores,Entire home/apt,83,40.40671,-3.69777,9,20,329,Mad4Rent
166,479718,2376402,San Blas - Canillejas,Rosas,Private room,76,40.430040000000005,-3.6038,3,14,364,Jesús
167,482122,1408525,Chamberí,Trafalgar,Entire home/apt,88,40.43083,-3.7013300000000005,3,8,355,Mad4Rent
168,488462,2417075,Chamberí,Trafalgar,Entire home/apt,121,40.42896,-3.69962,1,340,22,Alejandro Y Nelia
169,490610,2426135,Latina,Puerta del Angel,Private room,38,40.40996,-3.72491,2,19,0,Fernando
170,492221,2433045,Centro,Palacio,Entire home/apt,69,40.41322,-3.70949,2,216,365,Manuel
171,493238,2436735,Centro,Embajadores,Entire home/apt,54,40.40659,-3.70684,4,205,116,Gemma
172,497706,2456671,Retiro,Jerónimos,Entire home/apt,60,40.40808,-3.68338,1,209,322,José & María
173,499911,2467212,Centro,Embajadores,Entire home/apt,97,40.41234,-3.70186,4,161,266,Joël
174,502918,2480913,Centro,Cortes,Private room,48,40.411590000000004,-3.6935599999999997,3,86,0,Elvira
175,506956,1932547,Ciudad Lineal,Concepción,Entire home/apt,68,40.44117,-3.6484099999999997,1,403,148,Nieves
176,507614,2501740,Centro,Universidad,Entire home/apt,84,40.42306,-3.7052400000000003,3,23,116,Moises&Cristina + Little Sophie&Eli
177,510973,2517520,Centro,Cortes,Private room,59,40.4142,-3.70129,2,4,365,Ruben
178,514917,83531,Latina,Cármenes,Private room,31,40.403929999999995,-3.7418199999999997,4,27,363,Abdel
179,515008,2536524,San Blas - Canillejas,Arcos,Private room,17,40.42297,-3.61193,10,22,197,Marina
180,515339,2538187,Centro,Palacio,Entire home/apt,40,40.413270000000004,-3.7107099999999997,3,129,0,Pe
181,518208,2536524,San Blas - Canillejas,Arcos,Private room,21,40.42756,-3.61577,10,18,358,Marina
182,518511,1150912,Centro,Embajadores,Private room,40,40.41117,-3.70399,2,8,365,Andrew
183,521162,2561320,Centro,Embajadores,Entire home/apt,85,40.412890000000004,-3.70065,2,58,297,Raúl
184,521329,2563986,Chamartín,Hispanoamérica,Private room,20,40.45783,-3.68791,7,0,364,Elena
185,521367,2564339,Centro,Sol,Entire home/apt,107,40.4154,-3.70255,3,121,203,Alfonso & Guillermo
186,522563,1652272,Centro,Palacio,Entire home/apt,61,40.41041,-3.7109199999999998,2,90,179,Xuan
187,524003,2576044,Centro,Embajadores,Private room,65,40.413270000000004,-3.70223,2,378,363,Angel
188,526162,2249249,Retiro,Pacífico,Private room,19,40.40495,-3.6749,2,1,0,David
189,526513,1134989,Centro,Sol,Entire home/apt,39,40.41604,-3.70834,2,510,168,Óscar
190,531677,2613319,Centro,Universidad,Private room,28,40.42286,-3.7023599999999997,2,523,180,David
191,533450,2619962,Centro,Cortes,Private room,26,40.41337,-3.70013,1,402,143,Mauricio
192,536310,2634967,Chamberí,Arapiles,Private room,40,40.43435,-3.7048099999999997,120,1,364,Pati
193,536574,447969,Arganzuela,Delicias,Entire home/apt,70,40.39465,-3.69329,3,3,0,Javier
194,537234,2638528,Arganzuela,Palos de Moguer,Private room,25,40.40119,-3.69141,1,19,297,Miguel
195,540937,2659070,Centro,Embajadores,Entire home/apt,41,40.40954,-3.70096,1,248,180,Ana
196,541406,2661721,Ciudad Lineal,Costillares,Entire home/apt,300,40.46927,-3.6646699999999996,5,0,0,Tony
197,544736,1284868,Chamartín,Hispanoamérica,Private room,25,40.45841,-3.6759800000000005,2,35,296,Rocio
198,545174,2680319,Chamberí,Gaztambide,Entire home/apt,40,40.43533,-3.7128,1,4,0,Paula
199,547050,2690005,Retiro,Ibiza,Private room,43,40.41965,-3.67706,5,1,87,Ulia
200,548353,2695670,Chamberí,Vallehermoso,Entire home/apt,99,40.44659,-3.7049199999999995,2,5,365,Den
201,548995,2673517,Retiro,Ibiza,Entire home/apt,90,40.41813,-3.6774199999999997,5,146,349,Sylvia
202,549664,2702003,Villa de Vallecas,Casco Histórico de Vallecas,Private room,50,40.37081,-3.6139699999999997,1,1,181,Arancha
203,551966,2659765,Centro,Embajadores,Entire home/apt,68,40.40818,-3.7035099999999996,3,216,364,Inma
204,552183,2713304,Centro,Cortes,Private room,35,40.413090000000004,-3.69775,2,261,364,Belén
205,560941,596469,Salamanca,Recoletos,Entire home/apt,115,40.423140000000004,-3.68952,5,23,24,Gabriel Avalos
206,561149,1718458,Arganzuela,Delicias,Private room,31,40.39424,-3.69466,4,8,365,Juan
207,565152,2779192,Centro,Embajadores,Entire home/apt,29,40.40762,-3.6994,2,167,365,Wanda
208,566241,2785251,Centro,Embajadores,Entire home/apt,48,40.40748,-3.6976199999999997,90,30,0,Susana
209,568190,2795931,Latina,Puerta del Angel,Private room,20,40.409859999999995,-3.7286900000000003,2,195,297,Pilar
210,570158,2347489,Chamberí,Rios Rosas,Private room,20,40.4455,-3.70382,7,32,267,Jeanet
211,572048,1689652,Chamberí,Trafalgar,Private room,30,40.42958,-3.7052099999999997,3,0,0,Alfredo
212,576487,2312712,Barajas,Casco Histórico de Barajas,Entire home/apt,78,40.4739,-3.5769900000000003,1,397,247,Pilar
213,578731,2847013,Centro,Universidad,Entire home/apt,136,40.42535,-3.7075099999999996,2,338,67,Santiago
214,580687,2857508,Centro,Cortes,Entire home/apt,69,40.41361,-3.69715,2,259,238,Yolanda
215,586726,2566589,Moncloa - Aravaca,Casa de Campo,Entire home/apt,86,40.4246,-3.72876,30,30,143,Ronit And Fred
216,588382,2902269,Centro,Embajadores,Entire home/apt,190,40.41169,-3.70166,2,5,0,Ane
217,588518,2267893,Centro,Palacio,Entire home/apt,165,40.41601,-3.71011,4,56,83,Ana
218,590710,2913511,Usera,San Fermín,Private room,40,40.36701,-3.68667,7,57,365,Amparo
219,594298,153391,Centro,Sol,Entire home/apt,88,40.419059999999995,-3.7062699999999995,1,406,233,Fernando
220,595055,2940355,Carabanchel,Comillas,Private room,24,40.397290000000005,-3.7144699999999995,2,19,290,Teresa
221,598771,2678039,Arganzuela,Palos de Moguer,Entire home/apt,85,40.40661,-3.6952,3,78,363,Miguel
222,599134,1567773,Centro,Sol,Private room,33,40.414320000000004,-3.7065599999999996,30,7,0,Lara
223,599977,2960080,Centro,Universidad,Entire home/apt,37,40.424690000000005,-3.7088,2,407,146,Ivan & Pietro
224,604150,2990747,Salamanca,Castellana,Entire home/apt,110,40.4314,-3.68543,30,2,362,Raúl
225,604632,2993477,Tetuán,Berruguete,Private room,23,40.457209999999996,-3.7038300000000004,1,41,365,Luna
226,605339,2783896,Latina,Lucero,Private room,13,40.40883,-3.7411800000000004,2,172,88,Ivaylo
227,606923,2581715,Moncloa - Aravaca,Aravaca,Private room,29,40.451209999999996,-3.78515,2,23,0,Myriam
228,607548,3010452,Puente de Vallecas,Palomeras Bajas,Private room,45,40.39224,-3.6637800000000005,2,3,0,Aurora
229,608742,3017315,Centro,Palacio,Entire home/apt,40,40.41706,-3.70948,2,451,75,Cristina
230,610675,2174652,Centro,Sol,Entire home/apt,70,40.41794,-3.70126,3,7,0,María
231,616027,3053021,Chamartín,Prosperidad,Private room,23,40.440979999999996,-3.67715,1,74,0,Sonia
232,618576,3017315,Centro,Palacio,Entire home/apt,43,40.41715,-3.71054,2,301,148,Cristina
233,625566,2773350,Arganzuela,Acacias,Entire home/apt,60,40.4054,-3.70517,2,25,0,Ainhoa
234,625700,2634967,Chamberí,Trafalgar,Private room,50,40.43322,-3.70364,120,5,296,Pati
235,628394,3121587,Centro,Sol,Entire home/apt,236,40.4173,-3.7020800000000005,2,75,355,Pullover
236,631737,3141727,Chamartín,Castilla,Entire home/apt,75,40.47267,-3.67553,3,1,327,Esther
237,642863,3214130,Centro,Universidad,Private room,46,40.4232,-3.7044099999999998,4,46,89,Gloria
238,643471,3290138,Centro,Embajadores,Private room,10,40.41383,-3.70515,3,53,0,Juan Jesus
239,644656,3226403,Ciudad Lineal,Pueblo Nuevo,Private room,25,40.42432,-3.6399,7,1,365,Lili
240,645934,3235676,Centro,Palacio,Private room,70,40.420840000000005,-3.7124699999999997,3,104,365,Ana
241,647376,1091014,Centro,Embajadores,Entire home/apt,58,40.41291,-3.70686,30,16,364,Carlos Joaquín
242,647891,3249358,Chamberí,Gaztambide,Private room,40,40.43308,-3.71233,2,57,68,Daniel
243,655514,3226403,Ciudad Lineal,Pueblo Nuevo,Private room,30,40.42432,-3.6399,1,0,365,Lili
244,656520,1375487,Centro,Embajadores,Entire home/apt,65,40.40863,-3.7042,5,28,177,Juan Carlos
245,659887,3329487,Retiro,Pacífico,Private room,29,40.40416,-3.68172,14,5,345,Nicolás
246,663761,3352121,Villa de Vallecas,Casco Histórico de Vallecas,Private room,23,40.37254,-3.62278,1,4,0,Fran&Joni
247,668753,3385307,Chamberí,Trafalgar,Private room,46,40.43143,-3.70215,4,82,362,Iguacel
248,676566,3317937,Arganzuela,Atocha,Entire home/apt,75,40.4022,-3.68309,3,89,363,Félix
249,678413,3451933,Arganzuela,Acacias,Entire home/apt,70,40.40416,-3.70329,5,23,363,Andrea
250,678732,2417075,Chamberí,Trafalgar,Entire home/apt,201,40.4328,-3.70456,1,338,297,Alejandro Y Nelia
251,680784,3466426,Centro,Universidad,Private room,48,40.42242,-3.7059,3,7,365,Pedro
252,682889,150072,Centro,Embajadores,Entire home/apt,90,40.40651,-3.70781,3,0,365,Esther
253,683208,9228673,Salamanca,Lista,Entire home/apt,280,40.43189,-3.6779300000000004,5,54,0,Home At Homes
254,683969,3487329,Carabanchel,Puerta Bonita,Entire home/apt,20,40.37754,-3.7427599999999996,1,1,0,KMitocondria
255,684564,1941314,Centro,Palacio,Entire home/apt,108,40.41747,-3.7097900000000004,3,138,0,Xavier
256,684855,3166283,Centro,Universidad,Entire home/apt,67,40.42385,-3.70496,2,62,0,Alvaro
257,685152,3494012,Hortaleza,Pinar del Rey,Entire home/apt,182,40.46776,-3.6514699999999998,2,76,349,Farah Maria
258,688795,1732442,Centro,Sol,Entire home/apt,181,40.41584,-3.70683,2,129,0,Anouk
259,689099,3357259,Ciudad Lineal,Costillares,Private room,40,40.47546,-3.6726699999999997,1,15,0,Mercedes
260,691344,655088,Arganzuela,Delicias,Private room,20,40.40045,-3.69696,2,73,364,Elsa
261,691458,655088,Arganzuela,Delicias,Private room,37,40.40047,-3.6957400000000002,2,21,252,Elsa
